bedrooms,square_footage,bathrooms,location,age_of_house,garage_size,lot_size,distance_to_school,house_price
2,1806.8,2.0,Suburban,28.5,1,14099.8,4.75,352947.84
2,1541.4,1.5,Downtown,41.7,1,1592.7,2.21,366688.37
3,1695.9,2.5,Suburban,16.0,2,4740.4,7.98,382542.71
3,2001.8,2.5,Suburban,21.8,2,2483.8,3.86,372782.53
3,2419.7,2.5,Urban,14.2,0,7943.0,9.47,528531.23
3,2197.0,1.5,Downtown,1.9,2,11786.7,3.13,636425.7
4,2870.2,2.5,Downtown,3.6,0,14672.4,2.37,844674.13
2,1457.8,2.0,Urban,1.1,0,3176.3,6.39,349044.51
4,1763.2,3.0,Suburban,26.4,2,1615.0,9.2,343268.13
3,2348.3,2.0,Rural,30.9,1,2936.9,1.84,304479.55
3,2165.7,2.5,Downtown,15.4,0,14562.5,0.89,659363.75
3,2651.6,1.5,Suburban,41.3,1,5481.8,9.69,432751.94
3,1559.4,3.5,Downtown,44.4,1,4740.4,1.8,436069.91
4,3325.8,3.5,Suburban,7.0,2,11290.9,6.27,635190.09
3,1777.3,2.5,Rural,2.6,2,2689.5,2.39,295548.7
3,2373.6,2.5,Suburban,16.0,2,5887.1,2.09,467952.97
3,2874.0,2.0,Urban,35.6,1,3027.4,1.98,591808.44
6,4076.7,4.0,Downtown,25.4,0,14640.5,7.24,1101796.65
3,2079.1,2.0,Rural,24.4,2,4991.7,7.72,303335.38
5,3487.3,3.5,Suburban,7.6,0,4768.7,1.64,635874.27
3,2176.0,2.0,Downtown,17.6,1,9881.6,1.8,588578.06
2,1494.0,1.0,Downtown,47.9,1,1232.6,9.38,319917.05
2,1172.5,1.5,Downtown,17.0,1,10149.5,6.09,328334.75
3,2055.3,2.0,Downtown,29.6,2,7354.0,7.92,527136.37
2,878.3,1.5,Rural,2.9,1,3577.9,1.27,172354.89
1,842.6,1.0,Suburban,3.2,1,7808.8,1.0,196261.8
5,3193.5,4.0,Suburban,21.2,2,14985.8,4.26,671715.48
4,2426.1,4.0,Suburban,30.2,2,12743.3,5.77,540195.82
4,2671.2,3.5,Suburban,18.6,1,14638.3,4.04,552532.2
2,1224.5,1.0,Downtown,9.0,1,13964.9,7.28,368156.6
2,1918.1,1.5,Downtown,36.8,1,12485.8,6.86,497127.23
2,1265.8,1.5,Downtown,7.0,2,5686.4,4.75,379957.04
4,2701.1,2.5,Suburban,33.4,1,11219.1,1.25,538756.57
5,2760.0,3.0,Suburban,47.8,1,6481.5,6.16,495260.89
3,2215.2,2.5,Rural,23.5,1,7013.4,2.8,323377.2
2,1894.5,2.0,Suburban,10.0,2,13227.5,4.17,403016.72
3,2329.1,2.0,Suburban,42.1,1,3872.6,0.64,400520.53
3,2448.5,2.5,Rural,25.3,2,5152.3,5.45,323640.74
3,2138.4,2.5,Suburban,46.2,1,14027.0,7.14,399001.05
3,2191.0,2.5,Suburban,36.0,2,10794.3,5.99,417499.1
4,2000.1,3.5,Suburban,21.5,3,1908.6,7.64,432502.76
2,1512.7,1.5,Urban,30.9,3,2702.6,9.99,325608.65
1,848.3,1.5,Suburban,8.5,1,9113.7,6.51,197130.89
6,4376.7,4.0,Suburban,19.4,0,12182.6,2.6,838660.56
2,1697.0,2.5,Suburban,29.7,3,12099.3,5.94,346582.01
2,1730.3,1.0,Suburban,29.5,0,6949.0,2.83,298865.77
2,1484.5,1.5,Urban,29.4,3,4619.1,3.64,363568.44
1,500.0,1.0,Suburban,37.2,2,12027.9,3.84,108511.47
3,1430.2,2.0,Downtown,5.3,3,14217.0,5.44,511661.57
4,3460.6,4.0,Suburban,3.7,2,7217.8,5.48,680359.99
3,2696.5,2.0,Rural,7.4,3,2921.9,6.84,379163.16
3,1582.3,2.5,Urban,39.6,2,9536.2,4.66,387927.96
3,2496.6,2.0,Suburban,3.2,1,2002.9,2.28,474133.15
3,2144.9,2.5,Rural,11.3,1,9561.0,5.16,324116.62
4,2564.3,3.0,Suburban,12.7,1,3421.2,8.07,480145.6
4,3203.6,3.0,Rural,32.4,1,8223.7,7.18,414852.15
1,1181.6,1.0,Downtown,20.1,2,9756.9,1.6,345036.95
4,3036.1,2.5,Rural,9.9,2,7254.2,9.51,441835.59
3,2282.9,3.5,Downtown,22.5,2,12582.2,3.41,683713.59
6,4069.6,4.5,Urban,34.3,1,6245.9,6.07,913859.75
3,1995.1,2.0,Urban,39.3,3,3170.5,0.8,471995.24
6,3521.4,4.0,Urban,6.2,1,7494.7,9.14,863722.29
4,2465.5,3.0,Urban,35.7,1,14489.5,6.99,606163.31
2,1472.2,1.0,Suburban,0.2,2,13322.6,3.12,340421.19
3,1788.2,3.0,Downtown,36.2,2,5355.2,6.99,488175.58
6,3761.3,4.5,Suburban,33.1,1,4397.9,3.28,699928.82
4,2485.3,3.0,Suburban,23.4,2,7766.0,2.97,474154.87
2,1514.7,2.0,Suburban,6.8,1,10172.2,4.75,345959.47
4,2984.2,2.5,Downtown,38.2,1,13974.1,6.2,785806.18
3,1427.4,2.0,Suburban,3.6,2,9586.6,2.49,391935.01
1,883.0,1.0,Suburban,44.8,2,12705.6,7.56,156300.3
3,1893.9,2.5,Urban,38.7,2,10745.0,5.99,457790.08
2,1010.9,1.5,Rural,37.0,2,2421.3,0.57,158949.41
4,2470.9,2.5,Downtown,37.7,1,13485.0,5.72,662714.52
3,1531.9,2.0,Rural,3.4,2,3793.5,4.5,242947.39
4,2939.2,2.0,Rural,49.5,3,6133.1,6.86,385261.05
1,974.9,1.0,Downtown,42.9,2,12763.7,9.03,243196.88
3,2262.1,2.5,Suburban,25.4,2,14709.0,3.0,478479.7
2,1555.6,2.0,Suburban,36.0,0,5348.6,6.9,262918.16
2,1460.8,1.0,Suburban,37.0,3,6365.1,1.94,244129.22
2,1456.2,1.5,Suburban,41.5,1,7798.6,1.31,266496.33
2,1347.5,1.5,Suburban,12.8,1,7971.9,9.35,268650.1
3,2217.2,2.5,Suburban,18.6,2,11505.2,8.69,446026.29
3,1638.0,3.0,Downtown,40.0,1,12439.7,5.26,504217.73
3,1746.0,2.5,Downtown,38.4,3,14874.5,1.81,551861.16
3,2527.5,2.0,Urban,26.1,1,12259.2,3.0,581087.61
4,1820.1,2.5,Downtown,19.8,2,5196.9,5.89,542001.7
5,3154.8,4.0,Urban,48.4,0,6014.1,6.69,718251.79
3,2251.6,3.0,Suburban,20.8,1,9652.8,7.06,442904.12
3,2156.5,3.0,Suburban,38.2,2,10612.9,7.6,437671.18
2,1458.9,1.5,Rural,20.6,2,2259.5,2.49,233961.5
5,3414.0,4.0,Downtown,15.5,2,5811.5,3.31,945096.54
2,1523.3,1.0,Downtown,32.0,2,3837.3,0.62,365233.48
3,2177.8,2.0,Rural,40.4,3,8109.9,1.2,321969.9
3,1899.3,2.5,Suburban,49.1,3,3361.8,3.44,371564.59
3,2791.3,2.5,Downtown,7.4,1,9130.4,2.26,759531.68
2,1591.9,2.0,Downtown,43.8,1,7542.2,5.18,410393.84
4,2558.7,3.5,Rural,26.2,2,6654.9,8.56,363130.16
2,1367.8,1.5,Suburban,5.4,2,10085.3,7.37,294759.97
3,1964.2,2.0,Downtown,39.7,1,6828.5,7.67,484324.97
2,1576.9,1.0,Rural,16.6,1,6589.7,6.2,213445.67
2,1626.6,1.0,Suburban,43.4,2,10115.7,7.15,271708.25
5,3002.1,4.0,Rural,7.9,1,1802.0,2.21,444624.56
2,1195.0,1.0,Suburban,35.6,0,7054.8,5.75,168904.83
4,3105.6,3.0,Suburban,15.0,2,3735.6,5.92,595861.67
3,2557.3,3.0,Downtown,12.9,2,1540.0,6.47,673833.01
2,1194.1,2.0,Suburban,2.5,1,1485.6,7.9,255507.16
5,2728.0,3.5,Downtown,24.1,2,3346.7,9.47,735954.08
2,2150.4,1.0,Suburban,19.6,0,7075.2,7.26,334988.97
4,2922.3,3.5,Suburban,3.1,2,8933.8,9.26,597619.67
2,1163.3,1.5,Suburban,11.3,3,12142.6,5.72,272040.4
4,2896.0,3.0,Rural,24.4,1,9507.7,3.25,437199.03
1,993.8,1.0,Downtown,40.4,1,8280.8,6.76,223303.96
3,2482.2,2.5,Suburban,46.5,1,1509.1,9.82,431695.03
4,2732.2,3.0,Suburban,25.8,1,5170.6,7.24,493727.61
5,3468.2,4.0,Urban,20.2,1,10691.8,9.71,812341.92
5,3385.0,4.0,Urban,47.7,3,4787.2,0.71,785086.94
4,2144.2,2.5,Urban,48.1,1,9320.8,2.95,484024.84
4,3366.9,2.5,Rural,9.5,0,9454.6,3.1,455139.96
2,1377.9,2.0,Urban,26.6,2,5271.8,4.55,322652.99
3,1765.0,2.5,Urban,41.0,1,9002.3,0.79,391941.51
3,2137.2,2.0,Suburban,41.1,2,2595.6,9.19,350877.84
3,1941.4,2.5,Urban,34.2,1,11177.6,7.22,450305.19
3,1880.2,2.5,Suburban,23.6,3,1315.4,1.3,391167.32
3,2229.8,3.0,Suburban,20.2,1,1494.5,2.16,426179.16
2,1414.3,1.5,Suburban,40.3,2,13183.6,6.23,272926.76
3,2456.5,2.5,Suburban,11.3,2,9124.0,9.13,474894.01
2,1407.0,1.0,Suburban,21.4,1,3280.8,1.33,245912.08
3,2179.5,3.0,Suburban,28.3,2,9422.9,4.62,453755.15
3,2001.0,2.5,Downtown,41.6,2,6177.9,2.4,509676.56
4,2207.0,3.5,Suburban,18.7,3,4778.1,2.21,461535.44
4,2749.1,3.5,Rural,27.4,3,12358.5,7.44,401433.31
3,1779.0,2.0,Suburban,14.0,1,7682.3,8.35,359628.98
2,1925.8,1.0,Downtown,41.8,2,5108.6,9.25,453333.7
3,1950.2,2.0,Suburban,39.3,3,14211.7,7.0,405114.86
2,1422.5,1.0,Rural,41.0,0,3310.4,1.12,177478.41
3,1773.4,2.0,Rural,2.9,2,2988.1,3.89,266357.53
3,2105.3,2.5,Rural,24.3,1,2362.3,4.69,296681.18
1,1129.3,1.0,Suburban,6.8,2,2742.1,3.12,208792.33
3,2191.7,2.0,Suburban,33.7,2,4539.0,5.63,386750.93
5,2467.8,3.5,Rural,15.6,2,10779.1,2.71,406811.04
5,4071.4,3.0,Suburban,38.7,3,10406.0,9.04,748231.52
3,2592.6,2.5,Downtown,3.3,2,11688.5,1.86,784348.67
1,781.2,1.0,Suburban,25.7,2,9058.0,4.55,178149.05
2,1480.7,1.0,Rural,6.2,1,7896.6,1.69,227828.2
3,2099.0,2.0,Suburban,27.9,3,7046.4,3.9,437944.58
5,4417.3,4.5,Rural,30.4,3,13245.0,5.11,680642.63
2,1135.4,2.0,Downtown,23.1,3,5809.1,5.76,346230.92
4,2834.2,2.5,Urban,14.0,3,13481.3,3.65,714134.84
2,1344.8,1.5,Downtown,1.6,2,4857.6,8.19,368450.76
6,2991.5,4.5,Downtown,33.1,3,3202.5,5.4,851265.11
3,3057.7,2.0,Suburban,43.5,0,4572.0,9.93,477017.35
4,2197.9,3.0,Suburban,36.7,1,7986.4,1.67,408124.84
3,2279.2,2.5,Urban,44.7,2,13962.4,2.24,555974.97
3,1685.6,2.5,Rural,46.5,2,3482.3,8.12,226699.46
2,1243.2,2.0,Downtown,22.5,2,9118.6,5.77,361856.83
2,1307.6,1.5,Downtown,34.9,2,4048.1,3.92,306051.09
5,3010.8,4.0,Suburban,19.9,0,10487.0,4.4,596645.69
5,3430.9,4.5,Rural,46.0,3,7510.5,5.86,487148.46
4,2342.8,3.0,Urban,28.1,2,11269.5,1.31,590109.67
3,2601.9,2.0,Suburban,37.6,2,12985.5,7.77,456528.39
4,3091.8,3.5,Urban,0.7,2,5686.4,4.77,750664.48
2,1266.8,2.5,Downtown,28.8,2,14134.6,4.42,424452.67
3,2419.2,3.0,Downtown,37.1,1,7557.9,7.85,597968.83
3,1906.1,2.0,Suburban,12.9,2,14112.9,5.91,388283.39
3,2097.4,2.0,Urban,0.7,3,4228.7,7.66,523996.09
3,2035.4,2.0,Suburban,37.2,1,13559.2,9.32,381559.87
2,1502.0,1.5,Suburban,16.9,0,5671.2,9.49,272091.17
3,1892.9,2.0,Suburban,21.4,1,11510.5,4.58,385928.74
4,2572.3,3.0,Suburban,28.1,2,14554.6,1.16,540976.84
3,2715.9,2.5,Rural,5.5,2,13770.3,0.62,442183.36
2,1668.7,1.5,Suburban,5.2,1,7491.2,7.2,338001.48
2,1728.0,1.0,Downtown,48.0,1,5828.6,1.27,401017.33
2,1624.0,2.0,Urban,16.9,2,9576.9,4.21,413816.69
3,2097.3,2.0,Suburban,12.8,1,10881.3,6.79,411781.54
3,2335.6,2.0,Urban,2.4,1,8563.5,9.98,548846.95
3,1625.0,2.0,Rural,8.7,0,12878.7,2.62,292107.22
3,2520.4,2.0,Suburban,21.5,3,1815.7,0.59,487944.45
3,1369.5,2.0,Suburban,17.1,1,9394.9,0.89,281017.87
4,2896.9,2.5,Suburban,21.2,1,8353.4,2.62,560175.86
2,2020.4,1.0,Suburban,35.2,3,1551.1,9.93,332302.23
3,1701.3,2.5,Urban,32.1,1,1178.0,1.23,398383.6
4,3030.7,3.0,Urban,24.7,2,9485.8,7.62,715853.2
2,963.3,2.5,Urban,40.7,1,2652.0,1.92,229701.51
2,1659.1,1.5,Urban,42.9,2,11759.4,2.44,362620.54
4,2969.5,3.0,Suburban,29.5,1,14289.5,1.32,588997.31
3,2123.3,2.0,Urban,5.9,2,3483.8,2.67,493675.7
3,1555.9,2.0,Urban,20.3,1,12180.0,1.6,394728.98
1,779.3,1.0,Urban,31.7,2,9279.9,0.67,222775.71
3,2422.1,2.0,Suburban,3.1,2,7271.2,8.09,465557.22
3,2472.8,2.5,Suburban,1.0,3,10104.2,2.31,557578.0
2,1792.0,2.5,Downtown,47.4,1,12232.7,1.63,476842.42
3,2441.8,2.0,Rural,36.5,2,14589.0,3.09,347268.57
2,1703.6,1.0,Suburban,7.7,3,10246.9,7.66,357729.94
3,2930.0,2.5,Suburban,22.3,1,11457.0,2.64,556501.25
2,1793.2,1.5,Downtown,9.7,1,9505.3,5.65,495899.12
2,1437.0,1.0,Suburban,0.5,2,8910.6,2.56,305269.84
3,1711.4,2.5,Downtown,19.6,1,1906.9,4.18,453832.96
2,1145.5,1.0,Rural,32.4,1,3171.0,5.45,134932.12
5,3955.9,4.0,Rural,47.7,2,6309.5,7.7,519799.34
1,1060.6,1.5,Downtown,38.5,3,10093.1,3.18,321981.78
3,1784.0,2.0,Suburban,11.5,0,2061.1,4.74,334188.31
2,1211.8,2.0,Suburban,16.8,2,8621.3,6.61,267920.13
3,2006.8,2.0,Urban,26.0,0,1184.6,3.11,428509.26
5,3150.6,3.0,Urban,9.6,2,11725.3,2.59,786906.1
2,1184.7,2.5,Rural,41.6,0,10337.1,5.9,205894.51
5,3168.5,4.0,Suburban,8.4,0,8289.5,9.55,628723.44
2,1707.7,2.0,Downtown,14.5,3,8996.0,9.15,459809.81
4,2485.2,3.5,Suburban,28.9,2,14058.6,6.2,514867.59
3,2153.1,2.0,Urban,6.2,2,13693.8,4.51,540223.61
4,3420.4,3.5,Suburban,31.2,2,12098.5,5.88,664409.69
3,1949.0,2.5,Downtown,47.2,1,5707.2,8.12,468352.1
3,2039.2,1.5,Urban,34.6,3,2501.5,1.38,456469.36
2,1307.3,2.0,Urban,40.6,3,5500.0,7.92,285018.61
2,1470.4,2.0,Downtown,21.9,2,11527.5,6.75,438069.42
5,2850.9,3.0,Rural,18.3,3,9554.0,3.06,438003.89
3,2152.7,2.5,Downtown,16.4,2,10878.0,8.82,605880.06
3,2172.7,2.0,Downtown,33.0,2,2474.6,1.26,557630.92
4,2572.4,3.5,Suburban,25.9,3,3218.3,9.23,505177.52
3,2320.4,1.5,Rural,23.6,1,10300.5,4.19,347727.75
5,4225.9,4.5,Urban,5.0,2,6205.2,8.2,994121.61
4,2443.9,3.0,Suburban,33.7,1,6168.6,1.97,484298.89
3,2279.1,2.5,Downtown,36.3,0,6497.2,5.89,569276.56
4,3068.8,3.5,Urban,9.8,2,12143.2,0.82,762385.87
1,512.7,1.0,Suburban,38.0,3,10786.8,3.15,138494.6
3,2242.8,2.0,Rural,44.0,1,2484.5,8.38,292294.88
3,2109.6,2.0,Urban,8.7,2,5821.0,4.82,521631.73
2,1036.5,1.0,Downtown,22.6,2,10433.6,6.77,308734.91
4,2952.6,3.0,Urban,43.8,1,14665.8,8.17,661234.61
5,3007.4,3.5,Suburban,24.4,0,13771.5,5.54,613031.45
3,1980.8,2.0,Rural,40.8,1,4475.8,6.07,220605.04
3,1818.5,2.0,Downtown,10.8,2,1924.5,7.78,512780.38
5,3032.5,4.0,Downtown,3.2,2,9025.7,1.64,928689.32
3,2522.5,2.0,Suburban,3.0,1,6687.5,1.18,489008.03
3,2200.1,2.0,Downtown,48.6,2,3567.5,6.41,517116.65
3,1685.3,2.5,Suburban,8.2,2,10123.1,9.76,399564.28
5,2896.0,4.0,Suburban,43.2,3,3244.9,6.63,539879.79
3,2165.6,2.0,Suburban,15.8,2,5920.7,7.2,410487.26
4,3257.1,3.0,Suburban,2.0,1,12123.9,6.76,672325.76
4,2732.4,3.0,Rural,12.0,1,10580.2,6.25,394711.89
3,1573.9,2.5,Suburban,25.3,0,9499.7,2.38,329111.43
3,1833.7,2.0,Rural,5.3,1,14031.6,8.48,292470.98
4,3054.2,3.0,Downtown,46.1,1,2755.7,5.98,767523.86
3,2167.5,2.0,Suburban,45.0,2,10673.5,9.79,384030.08
4,3803.8,2.5,Urban,7.5,2,2642.6,1.16,821238.69
5,3284.5,4.0,Suburban,36.9,2,2909.2,3.34,623795.5
3,2552.8,2.5,Suburban,23.0,1,8090.0,1.44,479652.39
4,2249.2,3.5,Rural,49.1,2,1337.5,8.66,312249.13
4,2021.1,3.0,Suburban,2.8,2,8014.0,8.27,449838.9
4,2351.4,2.5,Suburban,23.6,1,1132.7,7.84,406584.57
3,2602.2,2.5,Urban,14.3,1,9433.8,6.95,624696.02
2,2008.4,1.5,Downtown,36.3,1,5368.1,1.51,475821.47
3,1941.9,2.5,Suburban,5.6,0,2165.7,4.36,365545.56
3,1998.7,1.5,Downtown,31.4,3,11931.8,7.19,561466.15
3,1868.5,2.0,Downtown,47.4,2,6459.0,3.93,501536.66
4,1680.9,2.5,Downtown,22.7,2,7216.3,7.32,480331.22
3,2347.1,2.5,Rural,22.7,2,6242.7,3.21,333933.19
3,2174.8,2.0,Downtown,24.8,1,2170.8,5.66,551776.12
2,1534.1,1.5,Suburban,20.8,1,7438.8,3.87,285331.74
4,2126.8,2.5,Downtown,22.4,3,10316.1,9.25,623875.43
3,2656.8,2.5,Suburban,23.2,1,13647.3,4.7,511630.79
2,1313.1,1.5,Suburban,49.9,0,11693.2,3.22,240788.8
3,2429.5,2.5,Suburban,5.8,1,2110.0,1.04,447706.28
4,2189.2,2.5,Urban,14.3,2,3321.3,1.88,537297.73
3,2065.4,1.5,Rural,10.5,0,1627.6,5.87,279039.1
2,1453.6,1.5,Suburban,27.2,1,2671.5,7.16,256663.23
5,3585.8,3.5,Downtown,0.1,1,7727.4,9.57,966016.38
4,2792.9,3.0,Rural,46.1,1,4076.4,6.17,389599.66
5,3433.9,3.5,Rural,26.6,1,10071.1,6.97,460703.88
3,1752.3,2.0,Suburban,44.8,0,1453.1,6.39,269742.46
3,2253.6,1.5,Suburban,17.2,0,13001.4,9.07,457587.59
4,2828.2,3.0,Downtown,7.5,2,10487.0,3.37,819288.44
3,2242.6,2.0,Suburban,9.6,3,14567.1,6.23,497622.66
4,2742.8,3.5,Suburban,23.5,2,14339.6,9.62,564050.31
3,1871.9,2.5,Rural,2.0,2,10701.0,0.57,348659.94
3,1890.3,2.5,Downtown,39.1,2,3212.6,3.07,490277.71
2,1167.7,1.5,Suburban,39.5,3,4109.2,7.71,215083.7
2,1575.4,1.5,Suburban,35.1,3,4886.1,4.96,303320.01
1,824.1,1.0,Suburban,44.8,2,6973.4,2.1,169586.36
1,902.8,1.0,Suburban,27.5,2,8992.2,5.93,150425.55
5,3746.4,4.0,Rural,24.0,1,10556.4,5.39,549786.36
2,1115.6,1.5,Suburban,26.5,0,2058.9,4.81,175580.13
3,2111.0,1.5,Rural,9.1,0,9547.7,3.75,305252.76
4,2750.1,3.0,Downtown,25.6,2,1828.6,1.0,723253.57
3,2101.8,3.0,Downtown,27.1,0,12578.4,6.24,551573.55
2,1444.3,1.5,Rural,38.2,2,1565.9,5.41,197162.1
4,2833.7,3.5,Downtown,17.4,1,6460.7,6.06,750381.71
3,1987.4,2.0,Urban,4.6,1,6879.7,0.52,491837.59
4,2576.0,3.0,Suburban,29.9,1,8985.4,1.29,506549.49
4,2519.6,3.5,Suburban,39.4,2,2336.3,2.09,466439.31
5,3949.2,4.0,Urban,48.5,1,14063.5,4.76,897956.41
3,2337.5,2.0,Urban,4.5,1,6364.9,8.18,527224.39
3,1635.7,1.5,Rural,37.3,2,6546.8,2.84,222412.53
3,1815.8,2.5,Suburban,29.8,2,4403.2,8.18,322033.05
2,1314.6,2.5,Urban,0.8,2,11930.0,2.73,385398.53
4,3266.5,2.5,Suburban,35.9,2,1108.7,7.62,567940.65
2,1613.8,2.0,Urban,1.3,2,2486.9,8.81,349819.81
3,1912.6,2.0,Downtown,39.3,2,7590.7,8.26,516656.31
4,2065.2,3.0,Suburban,36.1,0,14556.2,7.51,415984.82
3,2478.5,2.5,Downtown,34.4,1,1498.2,0.87,599800.95
3,1961.9,2.0,Suburban,6.0,3,1867.9,3.64,406201.16
3,2183.7,2.0,Urban,46.0,3,11008.5,2.37,501876.6
4,3159.7,2.5,Downtown,44.9,2,11296.2,5.01,827416.62
3,1971.0,2.5,Urban,45.0,2,13557.1,3.87,460520.38
4,1917.5,4.0,Suburban,18.0,0,9072.8,6.37,401101.78
2,1249.3,1.0,Downtown,24.6,2,6649.7,5.87,342161.79
4,2990.9,3.0,Suburban,5.7,1,7315.0,4.59,604451.02
4,2150.5,3.0,Rural,2.6,0,7041.2,7.79,333643.03
2,1971.1,2.0,Rural,2.9,1,14629.5,0.64,325142.34
3,2237.2,2.5,Suburban,28.4,2,6321.2,8.72,404593.79
2,1324.1,2.0,Downtown,16.1,1,2344.9,0.53,361887.08
4,2449.4,3.0,Downtown,29.0,1,5054.8,4.79,641307.98
3,2752.0,2.5,Urban,29.6,2,14441.2,8.87,652532.45
3,2589.0,1.0,Urban,45.4,2,6995.5,4.47,546063.17
2,1541.0,2.0,Suburban,44.1,2,5425.0,7.68,276219.51
2,1746.5,1.0,Suburban,35.9,1,5350.6,4.33,320340.52
1,969.6,1.0,Urban,40.9,2,1126.9,8.58,170338.96
3,2012.8,2.5,Suburban,0.2,2,9863.6,9.99,445012.08
3,1824.4,1.5,Urban,0.8,3,11139.8,9.03,472913.08
4,2231.3,3.5,Suburban,22.9,2,5941.3,1.03,468168.31
3,1582.9,2.0,Urban,32.7,1,13219.1,1.91,401137.29
3,2118.4,3.0,Suburban,39.7,3,11400.5,5.65,418149.97
5,2977.7,3.5,Suburban,22.4,1,9412.2,9.64,574651.39
4,1685.7,2.5,Suburban,47.0,2,10853.4,4.36,355323.75
5,3438.9,3.5,Suburban,40.7,3,11772.3,3.13,667406.46
3,1958.2,2.5,Suburban,5.1,2,8378.7,9.67,416039.92
3,2618.0,2.5,Suburban,22.0,2,6569.2,7.23,477458.2
2,1630.2,1.0,Rural,49.7,0,2760.0,7.82,158061.76
4,2027.6,2.5,Rural,20.5,1,6669.2,1.55,311805.05
2,1130.0,1.5,Suburban,19.3,2,8701.3,2.99,219658.81
3,1816.2,2.5,Downtown,14.7,2,14270.1,5.28,588414.03
3,1921.9,2.5,Downtown,24.3,0,3168.5,7.5,491692.91
3,2529.2,3.0,Rural,36.5,0,11597.4,3.8,368586.71
3,2006.8,2.0,Rural,2.4,1,4369.9,2.44,312343.0
2,1550.9,1.0,Downtown,41.8,2,14398.1,4.65,415763.16
3,1680.8,2.5,Urban,45.9,2,9327.3,4.53,402598.28
3,2185.1,2.5,Suburban,39.1,0,7059.0,8.79,384918.05
5,3618.9,4.0,Suburban,45.8,1,5855.6,9.37,626216.12
4,1850.6,3.5,Suburban,4.7,2,3827.8,2.1,425226.8
5,3591.8,4.5,Urban,22.5,1,11003.0,3.16,854551.14
4,2817.0,3.0,Downtown,3.6,0,9903.6,7.97,803394.54
3,2190.2,2.5,Downtown,41.8,0,13462.2,2.83,580996.22
2,1504.3,1.5,Downtown,47.6,2,9362.7,3.01,385816.08
3,2514.9,2.0,Rural,14.9,2,3377.3,6.93,326792.86
3,1854.6,2.0,Suburban,26.8,2,10559.7,5.35,370326.21
3,2528.1,2.5,Suburban,14.9,0,13303.1,7.18,458537.91
3,2326.4,2.0,Urban,18.9,2,14866.5,1.19,611513.86
3,1807.6,2.5,Rural,23.8,2,10590.9,5.29,295050.5
3,2459.0,2.5,Downtown,39.5,0,5053.5,6.89,579243.86
3,2355.4,2.5,Downtown,7.3,3,8915.3,5.01,694135.71
2,1608.9,2.0,Suburban,7.9,2,8209.8,1.71,334103.55
4,1938.3,3.0,Rural,10.1,2,8167.7,1.77,326199.58
2,2034.5,1.5,Suburban,2.7,2,2100.7,6.09,359720.85
2,928.1,1.5,Urban,32.2,1,3723.6,1.87,188807.46
3,2343.1,2.0,Downtown,9.5,2,8337.6,3.39,667603.85
3,1937.8,2.5,Suburban,21.9,1,12174.5,4.69,400503.1
3,1848.6,3.0,Downtown,34.3,0,3545.0,6.14,442003.71
3,2228.9,2.0,Suburban,22.4,2,3299.9,3.02,403780.37
3,2345.8,2.0,Suburban,45.3,2,11638.0,4.35,456501.38
3,1417.1,3.0,Suburban,38.5,1,10667.8,3.99,295335.89
5,3952.6,3.5,Urban,13.7,2,7791.5,1.42,929580.94
5,3804.1,4.0,Rural,6.5,2,1705.1,8.14,529171.83
3,1777.8,2.0,Suburban,44.7,2,7617.5,7.55,329130.97
3,2539.3,1.5,Urban,19.8,2,12687.9,7.95,588253.19
4,2119.4,3.0,Rural,19.1,1,1148.7,1.9,303129.85
1,935.5,1.0,Downtown,40.5,2,2436.5,5.42,197650.46
3,2235.9,2.0,Suburban,0.5,3,12330.7,3.64,492853.37
3,1639.7,1.5,Suburban,22.6,2,8352.1,3.81,325449.44
5,3518.2,4.0,Suburban,35.7,2,10271.7,1.13,689601.49
1,998.9,1.0,Downtown,42.4,1,11430.7,9.49,218128.75
3,2074.7,1.0,Suburban,44.3,3,5202.9,9.43,351280.36
4,3194.2,3.0,Suburban,23.3,1,5170.3,4.38,605042.72
3,2036.0,2.5,Downtown,42.4,2,4695.4,8.62,490697.33
2,1713.0,2.0,Suburban,1.8,1,3341.6,3.64,327060.95
5,4084.3,4.5,Urban,15.3,1,5266.4,5.81,896069.36
3,2424.6,2.5,Suburban,0.5,1,14339.6,7.57,512277.32
3,2223.6,2.5,Downtown,8.3,1,2203.7,5.47,565229.57
2,1250.5,1.0,Suburban,36.2,2,4368.9,2.06,232221.18
3,2443.3,3.0,Rural,0.2,3,5452.2,4.1,391055.67
3,1611.8,3.0,Suburban,26.2,1,3153.4,7.72,325420.69
2,1184.9,1.5,Suburban,20.7,2,2083.6,7.92,223894.99
2,1434.2,2.0,Downtown,6.1,2,3266.0,3.71,395569.67
4,2208.5,3.0,Suburban,34.3,0,8389.2,5.63,420665.31
2,1789.1,2.0,Suburban,34.7,3,9354.5,2.47,359903.63
2,1719.4,1.5,Rural,36.3,1,4013.6,2.89,227570.15
3,1422.6,2.0,Suburban,38.3,3,8053.3,1.88,312661.5
4,2459.5,3.0,Suburban,15.7,3,1087.2,4.66,480612.49
2,1184.3,2.0,Suburban,49.7,0,9428.3,7.34,201654.94
3,1827.7,1.5,Downtown,3.6,2,1018.3,8.85,479918.25
2,1484.1,1.0,Downtown,32.4,2,9998.9,5.67,371582.75
1,941.2,1.0,Urban,48.5,2,7766.5,6.69,167858.59
